tf.Tensor([6.8764354e-04 2.6750509e-04 2.4782584e-04 9.9879706e-01], shape=(4,), dtype=float32)
tf.Tensor([7.2249655e-13 4.1496553e-11 1.0000000e+00 3.8768655e-09], shape=(4,), dtype=float32)
tf.Tensor([1.1511426e-13 9.1816658e-12 1.0000000e+00 8.4303375e-10], shape=(4,), dtype=float32)
tf.Tensor([9.3767453e-13 3.5158287e-10 9.9999982e-01 1.7039243e-07], shape=(4,), dtype=float32)
tf.Tensor([5.8553542e-06 2.3854129e-05 9.9995726e-01 1.3205917e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9965632e-01 3.1300454e-04 2.1843964e-05 8.8015840e-06], shape=(4,), dtype=float32)
tf.Tensor([2.3350848e-12 8.8679272e-11 1.0000000e+00 9.0174579e-09], shape=(4,), dtype=float32)
tf.Tensor([1.2779720e-11 7.6056113e-09 9.9997562e-01 2.4356093e-05], shape=(4,), dtype=float32)
tf.Tensor([2.9767407e-11 1.3708085e-10 1.0000000e+00 4.6194502e-09], shape=(4,), dtype=float32)
tf.Tensor([2.3473527e-11 5.5875411e-08 1.0000000e+00 4.7562807e-09], shape=(4,), dtype=float32)
tf.Tensor([1.8461716e-08 1.7189546e-06 9.9999827e-01 9.4082274e-08], shape=(4,), dtype=float32)
tf.Tensor([3.588218e-17 1.000000e+00 6.126870e-10 8.449357e-09], shape=(4,), dtype=float32)
tf.Tensor([2.1464385e-01 1.8394673e-04 6.5197869e-06 7.8516567e-01], shape=(4,), dtype=float32)
tf.Tensor([6.0047576e-04 2.6986050e-05 6.2660874e-05 9.9930990e-01], shape=(4,), dtype=float32)
tf.Tensor([1.5191375e-03 9.7741604e-06 8.1020652e-08 9.9847102e-01], shape=(4,), dtype=float32)
tf.Tensor([1.15389705e-01 6.11090509e-05 4.36530536e-06 8.84544790e-01], shape=(4,), dtype=float32)
tf.Tensor([3.7232778e-05 5.0172562e-06 1.1928212e-07 9.9995768e-01], shape=(4,), dtype=float32)
tf.Tensor([4.1288766e-07 1.5530337e-05 4.3608402e-06 9.9997973e-01], shape=(4,), dtype=float32)
tf.Tensor([1.8591928e-07 6.4654628e-09 2.4825203e-11 9.9999994e-01], shape=(4,), dtype=float32)
tf.Tensor([6.3098714e-02 1.7001420e-03 6.5032480e-04 9.3455070e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0945312e-04 1.6807979e-04 2.9268682e-05 9.9929315e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9986744e-01 2.6339903e-08 1.6555759e-08 1.3247646e-04], shape=(4,), dtype=float32)
tf.Tensor([5.8714954e-06 1.9816953e-06 1.8096849e-04 9.9981117e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9852335e-01 4.9679545e-07 1.1326899e-03 3.4341638e-04], shape=(4,), dtype=float32)
tf.Tensor([2.0696902e-01 1.5527137e-05 1.5135425e-06 7.9301399e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5873744e-06 3.0961375e-05 6.9913419e-04 9.9926734e-01], shape=(4,), dtype=float32)
tf.Tensor([0.01446774 0.00370691 0.87614185 0.10568356], shape=(4,), dtype=float32)
tf.Tensor([1.36305904e-02 1.14353345e-04 8.61345761e-05 9.86168861e-01], shape=(4,), dtype=float32)
tf.Tensor([5.9043564e-04 7.8035730e-05 1.2776925e-05 9.9931866e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9903947e-01 2.3146062e-05 1.2171946e-06 9.3620899e-04], shape=(4,), dtype=float32)
tf.Tensor([5.2216953e-01 1.0979376e-04 2.0059651e-06 4.7771871e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9208444e-01 4.4101565e-05 6.8943245e-07 7.8707980e-03], shape=(4,), dtype=float32)
tf.Tensor([1.2943356e-01 2.5087047e-05 6.0046432e-06 8.7053543e-01], shape=(4,), dtype=float32)
tf.Tensor([9.0360677e-01 7.6079549e-04 1.8124239e-03 9.3820050e-02], shape=(4,), dtype=float32)
tf.Tensor([0.03887266 0.03221342 0.86662304 0.0622909 ], shape=(4,), dtype=float32)
tf.Tensor([0.86407435 0.00112009 0.04893309 0.08587243], shape=(4,), dtype=float32)
tf.Tensor([9.9998921e-01 1.1324216e-06 1.6422246e-07 9.5244386e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9918592e-01 2.3587738e-06 2.3056214e-07 8.1148901e-04], shape=(4,), dtype=float32)
tf.Tensor([1.1880801e-02 9.0139692e-06 9.7074884e-01 1.7361369e-02], shape=(4,), dtype=float32)
tf.Tensor([1.9570025e-02 8.7072649e-06 9.7781098e-01 2.6102869e-03], shape=(4,), dtype=float32)
tf.Tensor([1.2316443e-04 8.7777187e-07 3.7835613e-05 9.9983817e-01], shape=(4,), dtype=float32)
tf.Tensor([3.2035392e-02 5.5698500e-05 8.9914286e-01 6.8766102e-02], shape=(4,), dtype=float32)
tf.Tensor([9.7032291e-01 2.2924838e-04 6.2280677e-05 2.9385578e-02], shape=(4,), dtype=float32)
tf.Tensor([1.8495474e-02 1.0094246e-04 1.9081232e-05 9.8138452e-01], shape=(4,), dtype=float32)
tf.Tensor([6.79685094e-04 8.98066521e-01 7.98962428e-04 1.00454874e-01], shape=(4,), dtype=float32)
tf.Tensor([3.2448728e-24 1.0000000e+00 2.0260550e-23 5.9553369e-14], shape=(4,), dtype=float32)
tf.Tensor([2.1098824e-03 9.8772705e-01 2.6236752e-05 1.0136949e-02], shape=(4,), dtype=float32)
tf.Tensor([9.7335798e-01 2.0317973e-04 2.5971323e-02 4.6749265e-04], shape=(4,), dtype=float32)
tf.Tensor([3.1881161e-11 1.2225324e-09 9.9999976e-01 3.5801887e-07], shape=(4,), dtype=float32)
tf.Tensor([2.4554631e-10 2.0621895e-09 9.9999946e-01 5.1145247e-07], shape=(4,), dtype=float32)
tf.Tensor([4.7387864e-05 1.6348375e-06 9.9993646e-01 1.4472216e-05], shape=(4,), dtype=float32)
tf.Tensor([9.2852173e-07 2.7115444e-05 9.9985033e-01 1.2172872e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9934471e-01 2.2889247e-04 4.0663008e-06 4.2224588e-04], shape=(4,), dtype=float32)
tf.Tensor([6.855913e-13 5.205605e-11 1.000000e+00 6.090363e-09], shape=(4,), dtype=float32)
tf.Tensor([3.1224580e-12 3.2675955e-09 9.9999696e-01 2.9418211e-06], shape=(4,), dtype=float32)
tf.Tensor([2.3847788e-12 9.1277798e-11 1.0000000e+00 3.6131771e-09], shape=(4,), dtype=float32)
tf.Tensor([2.6311145e-13 2.1136022e-09 1.0000000e+00 5.0419553e-09], shape=(4,), dtype=float32)
tf.Tensor([3.3542889e-04 1.4464688e-03 9.9816704e-01 5.1100840e-05], shape=(4,), dtype=float32)
tf.Tensor([1.7802941e-07 1.5058449e-01 3.1000576e-07 8.4941500e-01], shape=(4,), dtype=float32)
tf.Tensor([9.24047455e-03 3.14355566e-05 1.28407455e-05 9.90715265e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0040290e-02 3.1813652e-05 1.5504048e-04 9.8977280e-01], shape=(4,), dtype=float32)
tf.Tensor([9.973602e-03 8.484299e-05 2.907600e-06 9.899387e-01], shape=(4,), dtype=float32)
tf.Tensor([1.2146643e-03 1.1735159e-05 2.1127680e-06 9.9877155e-01], shape=(4,), dtype=float32)
tf.Tensor([2.6251525e-03 2.1891108e-04 2.6607049e-05 9.9712944e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5894007e-02 7.2063296e-04 7.4586719e-03 9.6592671e-01], shape=(4,), dtype=float32)
tf.Tensor([8.7851015e-07 9.4221511e-09 5.8597814e-11 9.9999911e-01], shape=(4,), dtype=float32)
tf.Tensor([6.4231726e-06 1.0173390e-04 4.5476746e-08 9.9989182e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4318440e-04 5.2961546e-05 2.3008515e-06 9.9970156e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9925363e-01 4.2831712e-08 1.7706121e-08 7.4632728e-04], shape=(4,), dtype=float32)
tf.Tensor([5.4574621e-06 2.0421808e-06 1.9307215e-04 9.9979937e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9833882e-01 5.5308669e-07 1.3001527e-03 3.6043843e-04], shape=(4,), dtype=float32)
tf.Tensor([5.5579837e-02 5.1368293e-05 2.1871524e-06 9.4436669e-01], shape=(4,), dtype=float32)
tf.Tensor([4.2691221e-04 5.8612295e-06 5.6056429e-05 9.9951118e-01], shape=(4,), dtype=float32)
tf.Tensor([1.5520331e-03 4.6484341e-04 4.9975052e-01 4.9823257e-01], shape=(4,), dtype=float32)
tf.Tensor([1.36305904e-02 1.14353345e-04 8.61345761e-05 9.86168861e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5856696e-01 1.4178109e-04 3.5849031e-02 5.4421299e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9988723e-01 1.0574207e-06 4.3709370e-08 1.1161979e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9999386e-01 4.8660775e-07 2.5594504e-08 5.6715789e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9982893e-01 5.9974964e-06 1.0172841e-07 1.6504465e-04], shape=(4,), dtype=float32)
tf.Tensor([5.8500525e-02 4.0728504e-05 5.1425445e-06 9.4145364e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9386334e-01 1.9816755e-04 1.1426097e-03 4.7958051e-03], shape=(4,), dtype=float32)
tf.Tensor([0.01662182 0.04168243 0.9088746  0.03282119], shape=(4,), dtype=float32)
tf.Tensor([0.00649328 0.0103959  0.06629442 0.9168164 ], shape=(4,), dtype=float32)
tf.Tensor([9.99998391e-01 1.08929264e-07 5.36714602e-08 1.37658014e-06], shape=(4,), dtype=float32)
tf.Tensor([1.2586479e-01 6.4089641e-02 6.2190316e-05 8.0998343e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6647099e-01 6.4312517e-05 7.7692962e-01 5.6535028e-02], shape=(4,), dtype=float32)
tf.Tensor([5.1874071e-01 2.7426293e-05 4.7034532e-01 1.0886553e-02], shape=(4,), dtype=float32)
tf.Tensor([2.2613864e-01 3.1128620e-05 1.3163561e-02 7.6066673e-01], shape=(4,), dtype=float32)
tf.Tensor([1.8399005e-01 8.2994695e-05 6.8708158e-01 1.2884545e-01], shape=(4,), dtype=float32)
tf.Tensor([9.7032291e-01 2.2924838e-04 6.2280677e-05 2.9385578e-02], shape=(4,), dtype=float32)
tf.Tensor([8.4084016e-01 6.5190851e-04 1.0769705e-03 1.5743089e-01], shape=(4,), dtype=float32)
tf.Tensor([5.3773341e-03 9.9032795e-01 6.0134975e-04 3.6934079e-03], shape=(4,), dtype=float32)
tf.Tensor([1.1341866e-24 1.0000000e+00 7.0199478e-24 6.4041091e-14], shape=(4,), dtype=float32)
tf.Tensor([3.7439305e-02 8.7787652e-01 7.2352930e-05 8.4611826e-02], shape=(4,), dtype=float32)
tf.Tensor([1.4767674e-04 3.3040807e-05 9.9981230e-01 6.9726620e-06], shape=(4,), dtype=float32)
tf.Tensor([2.5236602e-10 8.9176594e-10 1.0000000e+00 2.1973657e-08], shape=(4,), dtype=float32)
tf.Tensor([4.7757148e-10 3.4571628e-09 9.9999964e-01 5.1237953e-07], shape=(4,), dtype=float32)
tf.Tensor([1.46259263e-12 3.68140102e-10 9.99999940e-01 1.06404286e-07], shape=(4,), dtype=float32)
tf.Tensor([3.0161422e-01 5.6006782e-05 6.9789147e-01 4.3839295e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9864042e-01 8.2338833e-05 1.4830570e-06 1.2757702e-03], shape=(4,), dtype=float32)
tf.Tensor([7.0162151e-14 3.1346659e-12 1.0000000e+00 2.6794775e-10], shape=(4,), dtype=float32)
tf.Tensor([2.5826184e-12 2.6589710e-09 9.9999577e-01 4.2415263e-06], shape=(4,), dtype=float32)
tf.Tensor([7.58129063e-12 1.04896744e-10 1.00000000e+00 3.45619777e-09], shape=(4,), dtype=float32)
tf.Tensor([5.0736970e-11 1.0428357e-08 9.9999988e-01 1.3705275e-07], shape=(4,), dtype=float32)
tf.Tensor([2.2195445e-05 8.3191280e-04 9.9909794e-01 4.7821952e-05], shape=(4,), dtype=float32)
tf.Tensor([1.7025702e-04 8.3438516e-01 1.7400724e-05 1.6542713e-01], shape=(4,), dtype=float32)
tf.Tensor([5.8654193e-03 5.6460896e-05 1.0695408e-05 9.9406731e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5384806e-01 2.8675885e-04 6.9340174e-05 4.5795817e-02], shape=(4,), dtype=float32)
tf.Tensor([7.3172370e-05 5.9191943e-06 6.5904342e-06 9.9991429e-01], shape=(4,), dtype=float32)
tf.Tensor([3.0855325e-04 7.0747042e-06 3.9693131e-07 9.9968398e-01], shape=(4,), dtype=float32)
tf.Tensor([4.0524930e-04 1.9750103e-05 1.5814219e-06 9.9957335e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6852474e-04 5.9287235e-05 3.0855506e-04 9.9946362e-01], shape=(4,), dtype=float32)
tf.Tensor([5.7150313e-08 3.6311016e-09 3.5824145e-12 1.0000000e+00], shape=(4,), dtype=float32)
tf.Tensor([0.29074696 0.6667005  0.03889834 0.00365431], shape=(4,), dtype=float32)
tf.Tensor([1.3734752e-12 7.3773626e-13 9.2079450e-19 1.0000000e+00], shape=(4,), dtype=float32)
tf.Tensor([9.9640048e-01 1.6732119e-07 4.7245138e-08 3.5993019e-03], shape=(4,), dtype=float32)
tf.Tensor([1.1465672e-02 2.0287873e-05 4.9265791e-03 9.8358750e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9846268e-01 2.0331156e-06 3.8180067e-04 1.1534515e-03], shape=(4,), dtype=float32)
tf.Tensor([9.3324380e-03 2.4308527e-05 2.7668264e-07 9.9064296e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3152171e-04 9.4898869e-06 6.3709842e-05 9.9979532e-01], shape=(4,), dtype=float32)
tf.Tensor([0.11254794 0.00932659 0.51198757 0.3661379 ], shape=(4,), dtype=float32)
tf.Tensor([7.4082189e-03 1.6547028e-05 3.6389103e-08 9.9257529e-01], shape=(4,), dtype=float32)
tf.Tensor([6.8004231e-04 1.9395377e-05 3.4798712e-05 9.9926573e-01], shape=(4,), dtype=float32)
tf.Tensor([9.99886930e-01 1.07574010e-06 4.48248905e-08 1.11898065e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9993551e-01 1.7964481e-06 6.3476534e-08 6.2663130e-05], shape=(4,), dtype=float32)
tf.Tensor([8.6306673e-01 4.4280075e-04 1.7408485e-05 1.3647303e-01], shape=(4,), dtype=float32)
tf.Tensor([3.9165205e-01 4.1391884e-04 4.4524088e-05 6.0788953e-01], shape=(4,), dtype=float32)
tf.Tensor([7.7536196e-01 1.5767151e-04 3.8205084e-04 2.2409831e-01], shape=(4,), dtype=float32)
tf.Tensor([4.8850900e-03 1.9876981e-05 2.3238690e-06 9.9509275e-01], shape=(4,), dtype=float32)
tf.Tensor([0.9575883  0.0028178  0.03685909 0.00273471], shape=(4,), dtype=float32)
tf.Tensor([9.9999791e-01 3.8389814e-07 4.9353822e-08 1.7416576e-06], shape=(4,), dtype=float32)
tf.Tensor([7.6509148e-01 2.4669414e-02 4.0340274e-05 2.1019879e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5877636e-02 1.4554314e-05 9.4530582e-01 2.8801994e-02], shape=(4,), dtype=float32)
tf.Tensor([3.0952927e-02 9.6802187e-06 9.6335000e-01 5.6874473e-03], shape=(4,), dtype=float32)
tf.Tensor([9.3475901e-05 7.5704401e-07 3.1333886e-05 9.9987447e-01], shape=(4,), dtype=float32)
tf.Tensor([2.6261844e-02 2.0200163e-04 6.1726820e-01 3.5626793e-01], shape=(4,), dtype=float32)
tf.Tensor([9.1573328e-01 1.4516435e-02 4.5260083e-04 6.9297805e-02], shape=(4,), dtype=float32)
tf.Tensor([0.5011816  0.00064157 0.00203489 0.4961419 ], shape=(4,), dtype=float32)
tf.Tensor([7.8630366e-04 9.3634677e-01 7.7175139e-04 6.2095266e-02], shape=(4,), dtype=float32)
tf.Tensor([7.5302406e-24 1.0000000e+00 5.3791043e-23 5.7648141e-14], shape=(4,), dtype=float32)
tf.Tensor([1.6591616e-03 9.9290687e-01 1.6913358e-05 5.4170894e-03], shape=(4,), dtype=float32)
tf.Tensor([2.5758263e-05 9.1806896e-06 9.9996412e-01 8.8853102e-07], shape=(4,), dtype=float32)
tf.Tensor([9.365133e-12 3.083752e-10 1.000000e+00 4.119374e-09], shape=(4,), dtype=float32)
tf.Tensor([3.1428340e-10 1.8016107e-09 1.0000000e+00 4.0599598e-08], shape=(4,), dtype=float32)
tf.Tensor([2.1575688e-09 2.7243343e-09 9.9999994e-01 7.3830115e-08], shape=(4,), dtype=float32)
tf.Tensor([1.8831557e-07 6.5491286e-06 9.9999177e-01 1.3773915e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9999052e-01 3.7214534e-06 2.9351503e-07 5.4533325e-06], shape=(4,), dtype=float32)
tf.Tensor([1.6629760e-13 9.4680383e-12 1.0000000e+00 6.6926487e-10], shape=(4,), dtype=float32)
tf.Tensor([3.7215845e-11 1.1362725e-08 9.9998170e-01 1.8291978e-05], shape=(4,), dtype=float32)
tf.Tensor([2.0719725e-11 1.8558742e-10 1.0000000e+00 6.1498340e-09], shape=(4,), dtype=float32)
tf.Tensor([2.4831087e-11 2.2684933e-08 1.0000000e+00 1.1107279e-08], shape=(4,), dtype=float32)
tf.Tensor([7.7490732e-03 7.5201970e-05 9.9215263e-01 2.3040775e-05], shape=(4,), dtype=float32)
tf.Tensor([3.3425309e-14 9.9968046e-01 7.5454931e-10 3.1961637e-04], shape=(4,), dtype=float32)
tf.Tensor([1.9023477e-01 1.6851161e-04 6.4919554e-06 8.0959016e-01], shape=(4,), dtype=float32)
tf.Tensor([6.6664093e-04 2.6101749e-05 7.3436058e-05 9.9923384e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5851965e-02 1.8851047e-04 7.5926125e-04 9.0320027e-01], shape=(4,), dtype=float32)
tf.Tensor([2.1720637e-06 7.9323868e-08 3.2131116e-08 9.9999779e-01], shape=(4,), dtype=float32)
tf.Tensor([3.3359666e-04 1.6617067e-05 1.2481443e-06 9.9964851e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3277894e-07 1.4301479e-06 3.4050512e-07 9.9999821e-01], shape=(4,), dtype=float32)
tf.Tensor([2.0214616e-06 1.0780578e-08 1.1376106e-11 9.9999809e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3254456e-15 1.0000000e+00 1.9570683e-20 7.5348140e-08], shape=(4,), dtype=float32)
tf.Tensor([1.04273135e-11 2.72136452e-10 3.25138255e-16 1.00000000e+00], shape=(4,), dtype=float32)
tf.Tensor([9.9993265e-01 1.7443140e-08 1.3176924e-08 6.7229004e-05], shape=(4,), dtype=float32)
tf.Tensor([2.8511113e-03 2.5611378e-06 1.2627612e-03 9.9588352e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9891979e-01 1.5519050e-06 3.2729283e-04 7.5127446e-04], shape=(4,), dtype=float32)
tf.Tensor([2.6041991e-01 1.0909232e-05 9.7057978e-07 7.3956811e-01], shape=(4,), dtype=float32)
tf.Tensor([3.9327463e-07 1.1384315e-05 1.0539022e-04 9.9988282e-01], shape=(4,), dtype=float32)
tf.Tensor([0.10238281 0.00867606 0.4165892  0.47235194], shape=(4,), dtype=float32)
tf.Tensor([5.4876581e-03 1.1901920e-04 6.8051646e-05 9.9432528e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9342555e-01 2.4909267e-04 1.5114680e-03 4.8139333e-03], shape=(4,), dtype=float32)
tf.Tensor([8.7809604e-01 7.7053945e-04 6.4610201e-04 1.2048726e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9997818e-01 1.2374579e-06 7.9845663e-08 2.0596726e-05], shape=(4,), dtype=float32)
tf.Tensor([8.6210918e-01 2.1422637e-04 6.0610255e-06 1.3767049e-01], shape=(4,), dtype=float32)
